Area,Title,Description,KPI or Dashboard,Type,Time Series?,Indicator,Primary Source System,Mart / View,Update Frequency,Audience,FERPA Sensitive?,Calculation Logic,Known Caveats,owner,declared_consumers,freshness_sla,lifecycle_status
Cross-Domain,Unmet Need → Stop-Out Lag Analysis,Correlates year-1 unmet need with year-2 stop-out rate by cohort.,KPI,Strategic,Yes,Leading,PowerFAIDS / Jenzabar:Workday:Banner,snap_cohort_milestone,Annual,"Financial Aid Director, VP Enrollment",Yes,NO CONFIDENT MATCH — unmet need per student is in snap_aid_term and mart_aid_summary; stop-out rates are in snap_cohort_milestone; cross-domain join linking year-1 unmet need to year-2 stop-out rate by cohort not pre-computed.,,,,,draft
Cross-Domain,Enrollment Health Score (Composite),"Weighted composite of headcount trend, NTR, retention, discount rate, and graduation rate.",KPI,Strategic,Yes,Lagging,Multiple,mart_executive_summary,Annual,"President, Board",No,"COMPOSITE — derived from multiple underlying metrics: headcount trend, NTR, retention rate, discount rate, and graduation rate; weighting formula not defined in any built model. mart_executive_summary unbuilt as of 2026-06-30. Needs manual definition.",,,,,draft
Cross-Domain,Revenue per Completed Student,Total NTR from a cohort divided by the number who graduated.,KPI,Financial,Yes,Lagging,PowerFAIDS / Jenzabar:Workday:Banner,snap_cohort_milestone,Annual,"CFO, President",No,NO CONFIDENT MATCH — snap_cohort_milestone has graduated_to_date (completers) but no NTR or revenue data; NTR per cohort requires mart_enrollment_census_ntr (unbuilt); cross-domain cohort-revenue computation not available.,,,,,draft
Cross-Domain,Enrollment Health Scorecard,Single-page board summary: 6–8 headline trend lines with sparklines and peer benchmark.,Dashboard,Strategic,Yes,Lagging,Multiple,mart_executive_summary,Annual,"President, Board",No,"COMPOSITE — derived from multiple underlying metrics (headcount trend, NTR, retention, discount rate, graduation rate); mart_executive_summary unbuilt as of 2026-06-30. Needs manual definition.",,,,,draft
Cross-Domain,Cohort Lifecycle Dashboard,Follows one cohort from inquiry through graduation connecting all four domains.,Dashboard,Strategic,Yes,Lagging,Slate / PowerFAIDS / Jenzabar:Workday:Banner,snap_cohort_milestone,Annual,"VP Enrollment, Provost",No,COMPOSITE — draws from snap_cohort_milestone (retention/graduation milestones) but also requires Slate admissions data and PowerFAIDS aid data linked at cohort level; cross-domain join spanning all four domains not pre-computed in any single mart. Needs manual definition.,,,,,draft
Cross-Domain,Aid-to-Outcome Analysis,Aid band vs. 1-year retention and 4-year grad rate. Core of leveraging optimization.,Dashboard,Strategic,Yes,Lagging,PowerFAIDS / Jenzabar:Workday:Banner,snap_cohort_milestone,Annual,"VP Enrollment, CFO, Financial Aid Director",No,NO CONFIDENT MATCH — cross-domain join of aid band data (from snap_aid_term or mart_aid_leveraging stub) to 1-year retention and 4-year graduation rate (from snap_cohort_milestone) not pre-computed.,,,,,draft
Cross-Domain,Predictive Enrollment Forecast,Current pipeline + historical yield + retention rates → projected headcount and NTR.,Dashboard,Financial,Yes,Leading,Slate / Jenzabar:Workday:Banner / PowerFAIDS,snap_admissions_weekly,Term,"CFO, VP Enrollment, President",No,"NO CONFIDENT MATCH — snap_admissions_weekly provides current cycle funnel counts and rates; a predictive model combining current pipeline, historical yield rates, and retention rates into a projected headcount/NTR is not pre-computed in any single mart.",,,,,draft
Cross-Domain,URM Equity & Retention Gap Analysis,Dashboard comparing retention outcomes for URM vs. non-URM students across entry cohorts to surface persistent equity gaps.,Dashboard,Compliance,Yes,Lagging,Jenzabar:Workday:Banner,snap_cohort_milestone,Annual,"VP Enrollment, Provost",Yes,PROPOSED — snap_cohort_milestone exposes pct_stopped_out at the whole-cohort level plus raw urm_stopped_out and first_gen_stopped_out counts (not rates) per cohort and years_since_entry milestone (see the existing Stop-Out Rate Trend by Demographic definition). A true urm_retention_gap = non_urm_retention_rate − urm_retention_rate requires a URM-specific cohort-size denominator that is not currently exposed in this model.,Computing a rate (not just a raw stopped-out count) for the URM subgroup requires adding a URM-segmented original_cohort_size to snap_cohort_milestone — confirm with data engineering before this ships as a live gap metric rather than a raw count.,,,,draft
Cross-Domain,Program-Level Retention Performance,Dashboard ranking academic programs by first-year retention and six-year graduation rate to flag programs needing intervention.,Dashboard,Strategic,No,N/A,Jenzabar:Workday:Banner,mart_retention_cohort_summary,Annual,"Provost, Deans",No,"AVG(yr1_retention_rate) and AVG(yr6_grad_rate) per program_name from mart_retention_cohort_summary, filtered to has_yr1_data=true, ranked descending (top 10 shown). Dashboard query: SELECT program_name, AVG(yr1_retention_rate) AS yr1_rate, AVG(yr6_grad_rate) AS yr6_rate, AVG(cohort_size) AS avg_cohort_size FROM mart_retention_cohort_summary WHERE has_yr1_data = TRUE GROUP BY program_name ORDER BY yr1_rate DESC LIMIT 10.",has_yr1_data filter excludes incomplete cohorts; NSC not integrated.,,,,draft
Cross-Domain,Age Demographics × Enrollment Intensity,Dashboard cross-tabulating student demographic composition against full-time/part-time enrollment intensity by academic year.,Dashboard,Strategic,Yes,Lagging,Jenzabar:Workday:Banner,mart_enrollment_demographics,Annual,"VP Enrollment, CFO",Yes,"fulltime_rate = fulltime_count / total_headcount by academic_year from mart_enrollment_demographics covers 'enrollment intensity.' Columns: total_headcount, urm_count, first_gen_count, fulltime_count by academic_year. Age demographics NOT YET COMPUTABLE until age_band dimension added. Suggest retitle to 'Demographic Enrollment Intensity' (URM/first-gen/full-time rates by year) OR add age_band to mart.",Title implies age breakdown; no age_band column exists in mart. Enrollment intensity (full-time rate) IS available; age demographics are not.,,,,draft
Cross-Domain,Retention Risk Early Warning Indicators,Dashboard surfacing composite early-warning indicators intended to flag students at elevated stop-out risk before it happens.,Dashboard,Operational,No,N/A,Jenzabar:Workday:Banner,mart_retention_cohort_summary,Annual,"Advisors, VP Enrollment",Yes,"COMPOSITE dashboard: earn_median_4yr / debt_at_completion by program and credential level from mart_scorecard_program_outcomes. Columns: earn_median_4yr (median earnings 4 years post-completion), debt_at_completion (median debt at graduation), earn_vs_national_pct (earnings vs. national median). Grain: one row per institution × cip_code × credential_level_code × data_year. Sources from stg_scorecard__field_of_study. Needs manual definition.",is_suppressed = true when ED withheld values; ROI calculation skips suppressed rows.,,,,draft
Benchmarking,Program Earnings vs. Debt ROI,"Dashboard comparing typical post-graduation earnings to average student debt by program, an ROI view used in program-viability reviews.",Dashboard,Financial,No,N/A,College Scorecard / NSLDS,mart_scorecard_program_outcomes,Annual,"Provost, CFO",No,"COMPOSITE dashboard: earn_median_4yr vs. earn_median_4yr_national, earn_p25_4yr_national, earn_p75_4yr_national from mart_scorecard_program_outcomes. Benchmarks own-institution program earnings against College Scorecard national medians by CIP code and credential level. Needs manual definition.","Peer ranks are NULL when <3 non-suppressed peers exist — avoids misleading ""rank 1 of 1.""",,,,draft
Benchmarking,Post-Graduation Earnings Benchmarking,Dashboard benchmarking alumni earnings by program against peer-institution and national College Scorecard medians.,Dashboard,Strategic,No,N/A,College Scorecard / NSLDS,mart_scorecard_program_outcomes,Annual,"President, Provost, VP Enrollment",No,earn_median_pell_4yr vs. earn_median_nopell_4yr from mart_scorecard_program_outcomes by program. Earnings equity measure: gap = earn_median_nopell_4yr - earn_median_pell_4yr. No join to mart_aid_summary needed; Pell/non-Pell earnings already segmented in this mart. Column: earn_pell_vs_nopell_ratio (earn_median_pell_4yr / earn_median_nopell_4yr).,is_suppressed flag applies; equity gap calculation skips suppressed program rows.,,,,draft
Benchmarking,Pell vs. Non-Pell Earnings Gap,"KPI tracking the gap in post-graduation earnings between Pell recipients and non-Pell recipients by program, an equity-in-outcomes measure.",KPI,Compliance,Yes,Lagging,College Scorecard / NSLDS,mart_scorecard_program_outcomes,Annual,"Financial Aid Director, Provost",Yes,"COMPOSITE dashboard: debt_at_completion by program from mart_scorecard_program_outcomes, benchmarked against College Scorecard national and peer-group medians for matching CIP code and credential level. Columns: debt_at_completion, debt_vs_national_pct. Needs manual definition.",Peer ranks NULL when <3 non-suppressed peers; is_suppressed flag applies.,,,,draft
Benchmarking,Student Debt Burden vs. Peers,Dashboard comparing average student debt at completion to peer-institution and national benchmarks by program.,Dashboard,Strategic,No,N/A,College Scorecard / NSLDS,mart_scorecard_program_outcomes,Annual,"CFO, Financial Aid Director",No,"cdr_3yr from mart_scorecard_program_outcomes. Published 3-year cohort default rate from U.S. Dept. of Education via College Scorecard, ingested as-is (not computed). Column: cdr_3yr (borrowers who defaulted within 3 years / all borrowers who entered repayment). This is program-level CDR from Scorecard; row 67 CDR is institution-level from NSC (stub). Both are valid but serve different purposes.","Program-level CDR from Scorecard; differs from institution-level CDR in row 67 (NSC-based, currently stub).",,,,draft
Benchmarking,Loan Default Rate (College Scorecard),KPI on the federal three-year cohort default rate on student loans as published via College Scorecard; sustained rates above roughly 30% trigger federal sanctions.,KPI,Compliance,No,N/A,College Scorecard / NSLDS,mart_scorecard_program_outcomes,Annual,"Financial Aid Director, President",No,"repayment_rate_3yr from mart_scorecard_program_outcomes. Share of a program's borrower cohort with declining or current loan balance within the federal measurement window, per Financial Value Transparency / Gainful Employment rules. Published via College Scorecard and ingested as-is. Column: repayment_rate_3yr.","Externally published federal figure, not Ditteau-computed.",,,,draft
Benchmarking,Borrower-Based Repayment Rate (BBRR),"KPI on the share of a program's borrower cohort making progress on loan repayment, part of the federal Financial Value Transparency and Gainful Employment framework.",KPI,Compliance,No,N/A,College Scorecard / NSLDS,mart_scorecard_program_outcomes,Annual,"Financial Aid Director, CFO",No,"earn_median_4yr / debt_at_completion from mart_scorecard_program_outcomes by program (inverse framing of federal debt-to-earnings ratio used in gainful employment determinations). Higher ratio = stronger program ROI. Column: earn_to_debt_ratio (computed as earn_median_4yr / NULLIF(debt_at_completion, 0)).",is_suppressed flag applies; ratio calculation skips zero or suppressed debt values.,,,,draft
Benchmarking,Earnings-to-Debt Ratio by Program,"KPI on the ratio of typical program earnings to median student debt, the inverse framing of the federal debt-to-earnings threshold used to assess program value under gainful employment rules.",KPI,Compliance,No,N/A,College Scorecard / NSLDS,mart_scorecard_program_outcomes,Annual,"CFO, Provost",No,"earn_median_4yr / debt_at_completion from mart_scorecard_program_outcomes by program (inverse framing of federal debt-to-earnings ratio used in gainful employment determinations). Higher ratio = stronger program ROI. Column: earn_to_debt_ratio (computed as earn_median_4yr / NULLIF(debt_at_completion, 0)).",is_suppressed flag applies; ratio calculation skips zero or suppressed debt values.,,,,draft
"Cross-Domain","Net Tuition Revenue per FTE by Program/Major","G/L tuition revenue net of institutional aid, divided by FTE, at program/major grain.","KPI","Financial","Yes","Lagging","Jenzabar:Workday:Banner (Finance) / Jenzabar:Workday:Banner","(proposed) mart_program_economics","Term","CFO, Provost, President","No","PROPOSED — no G/L source ingested. Numerator: G/L tuition and fee revenue net of institutional aid expense; denominator: FTE from mart_enrollment_census at program grain. Rates as decimals per platform convention.","Overlaps existing rows 'Net Tuition Revenue per Student' (Financial Aid) and 'Revenue per Enrolled Student' (Enrollment Management), both targeting the unbuilt mart_enrollment_census_ntr — dedupe decision needed before this row is published. Small program cells risk re-identification; suppression threshold not yet set.",,,draft
"Cross-Domain","Student Lifetime Value (LTV)","Total realized revenue per student across their full enrollment span, net of institutional aid.","KPI","Strategic","No","Lagging","Student Accounts (AR) / Jenzabar:Workday:Banner","(proposed) mart_student_value","Annual","CFO, VP Enrollment, President","Yes","PROPOSED — no Student Accounts source formally ingested. Sum of AR billed-and-collected charges per student across all enrolled terms, net of institutional aid, joined to persistence history from dim_student (SCD Type 2 — full history required, do not filter is_current).","Student-level financial history joined to enrollment record — FERPA gate, KKM sign-off required before any client-facing use. 'Realized' vs. 'projected' LTV is an unresolved definitional choice.",,,draft
"Cross-Domain","Customer Acquisition Cost vs. LTV (CAC:LTV)","Ratio of recruitment spend per enrolled student to that student's lifetime value.","KPI","Strategic","Yes","Lagging","Jenzabar:Workday:Banner (Finance) / Slate","(proposed) mart_student_value","Annual","CFO, VP Enrollment, President, Board","No","PROPOSED — CAC numerator = total recruitment spend (A/P + G/L) divided by enrolled_count; denominator = Student Lifetime Value. Expressed as a decimal ratio.","CAC component duplicates existing Admissions row 'Cost Per Enrolled Student' (Primary Source System 'Slate / GL'), which already asserts a GL source the platform does not ingest — reconcile the two rather than adding a parallel definition.",,,draft
"Cross-Domain","Cost to Educate per Student by Program","Fully-loaded instructional and support cost per FTE at program grain.","KPI","Financial","Yes","Lagging","Jenzabar:Workday:Banner (Finance) / Jenzabar:Workday:Banner","(proposed) mart_program_economics","Annual","CFO, Provost, Deans","No","PROPOSED — G/L expense by fund/object code allocated to program, divided by program FTE.","Blocked on a cost-allocation methodology decision (direct instructional cost vs. fully-loaded with overhead), which is an institutional policy question, not a data availability question. Method must be pinned per school or the KPI is not comparable across tenants.",,,draft
"Cross-Domain","Contribution Margin by Academic Program","Program revenue net of aid, less directly attributable instructional cost.","KPI","Financial","Yes","Lagging","Jenzabar:Workday:Banner (Finance) / PowerFAIDS / Jenzabar:Workday:Banner","(proposed) mart_program_economics","Annual","CFO, Provost, President, Board","No","PROPOSED — (program billed revenue - institutional aid) - program instructional cost from G/L. Depends on the same allocation methodology as 'Cost to Educate per Student by Program'.","Politically sensitive output — drives program discontinuation conversations. Recommend an explicit governance note in the KPI library on intended vs. non-intended use.",,,draft
"Cross-Domain","Aid Leveraging ROI (Extended)","Return on institutional aid measured against actual G/L revenue rather than modeled yield.","KPI","Financial","Yes","Lagging","PowerFAIDS / Jenzabar:Workday:Banner (Finance)","mart_aid_leveraging","Annual","Financial Aid Director, CFO, VP Enrollment","No","PROPOSED — extends existing aid leveraging logic by replacing modeled net revenue with realized G/L revenue per aid band. Aid offered x yield x realized revenue.","Targets an existing mart, but mart_aid_leveraging is a stub and its current contract carries no G/L revenue column — this is a mart scope expansion, not a new-mart request. Sequence behind the existing mart_aid_leveraging build.",,,draft
"Cross-Domain","Bad-Debt Risk Score with Academic Signals","Composite risk score combining AR aging with SAP status, registration holds, and at-risk flags.","KPI","Operational","No","Leading","Student Accounts (AR) / Jenzabar:Workday:Banner","(proposed) mart_ar_aging","Monthly","Bursar, CFO, Registrar","Yes","PROPOSED — composite of AR aging bucket, SAP status, registration hold count from mart_registration_holds, and is_at_risk / risk_tier from mart_student_at_risk (filter WHERE is_at_risk = TRUE; this mart has no is_current column).","Highest-sensitivity row in the Finance set: predictive scoring that joins financial delinquency to academic-risk signals at student grain. FERPA gate plus a use-limitation question (risk of adverse action against students) — recommend explicit KKM review before this leaves draft status.",,,draft
"Cross-Domain","Retention-Adjusted Revenue Forecast","Forward revenue projection weighted by observed cohort persistence rates.","KPI","Strategic","Yes","Leading","Jenzabar:Workday:Banner / Jenzabar:Workday:Banner (Finance)","(proposed) mart_student_value","Term","CFO, President, Board","No","PROPOSED — projected NTR per continuing student x cohort persistence probability from snap_cohort_milestone, summed across cohorts.","Stacks two unresolved dependencies: snap_cohort_milestone is unbuilt (critical path) and the NTR source mart is unresolved. Related existing row 'Revenue per Completed Student' is already flagged NO CONFIDENT MATCH for the same reason.",,,draft
"Cross-Domain","Auxiliary Revenue per Bed / Occupancy","Housing and auxiliary G/L revenue per available bed, with occupancy rate.","KPI","Financial","Yes","Lagging","Jenzabar:Workday:Banner (Finance) / Housing","(proposed) mart_auxiliary_revenue","Term","CFO, VP Student Affairs","No","PROPOSED — auxiliary G/L revenue by fund divided by available beds; occupancy = beds occupied / beds available, expressed as a decimal.","Requires a housing/residence-life source system, which is not in the platform's source inventory at all — this is a dependency outside the Finance domain and outside RDT's stated G/L / AR / A/P scope. Recommend deferring until a housing source is scoped.",,,draft
"Cross-Domain","Discount Rate by Student Segment","Institutional discount rate broken out by Pell status, first-generation status, and URM.","KPI","Financial","Yes","Lagging","PowerFAIDS / Jenzabar:Workday:Banner","mart_aid_summary","Term","CFO, VP Enrollment, Financial Aid Director","Yes","PROPOSED — institutional aid / gross tuition revenue, segmented by Pell recipient flag, first-gen flag, and URM grouping (Hispanic + Black + AIAN + NHPI + 2ormore). Decimal, not percentage.","Scope flag: this row needs no G/L data. Both inputs (PowerFAIDS aid, demographic flags) are already in the platform, so it is arguably a Financial Aid row rather than a Finance row and is the nearest-term deliverable in this set. Validates against V-05 Race & Ethnicity. FERPA gate — KKM sign-off required.",,,draft
"Finance","NACUBO Composite Financial Index (CFI), 5-Year Trend","NACUBO/KPMG composite of primary reserve, viability, return on net assets, and net operating revenues ratios.","KPI","Strategic","Yes","Lagging","Jenzabar:Workday:Banner (Finance)","(proposed) mart_finance_ratios","Annual","CFO, President, Board","No","PROPOSED — four NACUBO ratios weighted and scaled to the published CFI formula, trended over five fiscal years.","CFI inputs come from audited financial statements (net asset classes, change in net assets), not raw G/L transactions — the source is the annual audit, so an ingested G/L alone does not make this computable. Confirm the NACUBO formula version before publishing; weightings have been revised.",,,draft
"Finance","Peer Benchmarking of Financial Ratios","Institutional financial ratios compared against a selected peer set and national medians.","Dashboard","Strategic","Yes","Lagging","Jenzabar:Workday:Banner (Finance) / IPEDS","(proposed) mart_finance_ratios","Annual","CFO, President, Board","No","COMPOSITE, PROPOSED — blends internal ratio calculations with IPEDS Finance Survey peer data. Needs manual definition of the peer set per school.","IPEDS feeds are not yet provisioned (mart_ipeds_reporting and mart_ipeds_fall_enrollment are both pending), so the external half of this KPI is blocked independently of the G/L half. IPEDS Finance Survey data lags roughly two years.",,,draft
"Finance","Cash Flow Forecasting / Scenario Modeling","Projected cash position under user-adjustable enrollment and expense scenarios.","Dashboard","Strategic","Yes","Leading","Jenzabar:Workday:Banner (Finance)","(proposed) mart_finance_ratios","Monthly","CFO, Controller, Board","No","COMPOSITE, PROPOSED — rolling cash projection from G/L cash accounts, A/P commitments, and AR collection curves, with scenario levers on enrollment and expense growth. Needs manual definition.","Interactive what-if modeling has no precedent in the current dashboard set and no scenario-input persistence layer exists in Streamlit in Snowflake as currently deployed. Treat as a distinct delivery pattern, not another read-only mart tile.",,,draft
"Finance","Discount Rate Strategy Sensitivity Analysis","Modeled net revenue outcomes across alternative discount rate strategies.","Dashboard","Strategic","No","Leading","PowerFAIDS / Jenzabar:Workday:Banner (Finance)","(proposed) mart_program_economics","Annual","CFO, VP Enrollment, Financial Aid Director","No","COMPOSITE, PROPOSED — simulates yield and net revenue response to discount rate changes by segment. Needs manual definition of the elasticity assumptions.","Simulation, not a query — outputs depend on assumed price elasticity, which is an institutional assumption rather than data. Assumptions must be surfaced in the dashboard, not buried, or the output reads as a measurement when it is a model.",,,draft
"Finance","Multi-Year Budget Variance, Seasonality-Adjusted","Budget-to-actual variance normalized for seasonality and trended across five or more fiscal years.","KPI","Financial","Yes","Lagging","Jenzabar:Workday:Banner (Finance)","(proposed) mart_finance_budget_variance","Monthly","CFO, Controller, Deans","No","PROPOSED — (actual - budget) / budget by fund and department, normalized against the same fiscal period in prior years. Decimal, not percentage.","Requires a stable multi-year chart of accounts; account restructures between fiscal years break the trend and need a crosswalk that no source currently provides.",,,draft
"Finance","Days Cash on Hand, Enrollment-Adjusted","Days of operating expense covered by unrestricted cash, adjusted for enrollment-cycle timing.","KPI","Financial","Yes","Leading","Jenzabar:Workday:Banner (Finance) / Slate","(proposed) mart_finance_ratios","Monthly","CFO, President, Board","No","PROPOSED — unrestricted cash / (annual operating expense / 365), adjusted for deposit-season and aid-disbursement timing from the admissions funnel.","The enrollment adjustment is the differentiating element and the least defined; the unadjusted ratio is Category 3 in substance.",,,draft
"Finance","Budget vs. Actual by Fund/Department","Current fiscal year budget-to-actual comparison by fund and department.","KPI","Financial","No","N/A","Jenzabar:Workday:Banner (Finance)","(proposed) mart_finance_budget_variance","Monthly","CFO, Controller, Deans","No","PROPOSED — actual G/L amount vs. budget amount by fund_code and department, current fiscal year, with variance as a decimal.","ERP-native. Include only as a consistency/access convenience; do not position as differentiated capability. Feasibility is client-specific and depends on fund/object-code cleanliness in each ERP instance.",,,draft
"Finance","AR Aging (30/60/90/120+)","Student accounts receivable balances bucketed by days outstanding.","KPI","Financial","No","N/A","Student Accounts (AR)","(proposed) mart_ar_aging","Monthly","Bursar, CFO","Yes","PROPOSED — outstanding AR balance grouped into 30/60/90/120+ day buckets from transaction_date.","ERP-native at aggregate grain, but student-level drill-down makes balances an education record under FERPA — KKM gate applies to any drill-through, not to the aggregate tile. Partial reachability: sbcust_rec already feeds mart_enrollment_census_ntr (see governance flag).",,,draft
"Finance","A/P Aging","Accounts payable balances bucketed by days outstanding.","KPI","Financial","No","N/A","A/P","(proposed) mart_ap_performance","Monthly","Controller, CFO","No","PROPOSED — outstanding payables grouped into standard aging buckets from invoice date.","ERP-native. No student data involved — lowest governance burden in the Finance set.",,,draft
"Finance","Days Payable Outstanding (DPO)","Average days taken to pay vendor invoices, trended.","KPI","Financial","Yes","Lagging","A/P","(proposed) mart_ap_performance","Monthly","Controller, CFO","No","PROPOSED — (average accounts payable / cost of goods or operating expense) x days in period.","ERP-native as a point-in-time figure; the trend is the only warehouse-added value.",,,draft
"Finance","Days Sales Outstanding (DSO)","Average days to collect student account receivables, trended.","KPI","Financial","Yes","Lagging","Student Accounts (AR)","(proposed) mart_ar_aging","Monthly","Bursar, CFO","No","PROPOSED — (average AR / billed revenue) x days in period.","ERP-native as a point-in-time figure. Higher-ed AR is term-cyclical, so a rolling DSO is misleading without term anchoring — recommend reporting by term rather than by month.",,,draft
"Finance","% Invoices Paid On Time","Share of vendor invoices paid on or before terms.","KPI","Operational","Yes","Lagging","A/P","(proposed) mart_ap_performance","Monthly","Controller, A/P Manager","No","PROPOSED — invoices paid on or before due date / total invoices paid. Decimal, not percentage.","ERP-native. Value is distribution, not computation — the metric is typically trapped in A/P-only reporting.",,,draft
"Finance","3-Way Match / Invoice Exception Rate","Share of invoices failing PO, receipt, and invoice match, trended.","KPI","Operational","Yes","Lagging","A/P","(proposed) mart_ap_performance","Monthly","Controller","No","PROPOSED — exception count / total invoices processed. Decimal, not percentage.","ERP-native. Depends on the client actually operating a PO/receiving process; not applicable at institutions that pay on invoice alone.",,,draft
"Finance","Early Payment Discount Capture Rate","Share of available early-payment discounts actually captured.","KPI","Financial","Yes","Lagging","A/P","(proposed) mart_ap_performance","Monthly","Controller, CFO","No","PROPOSED — discounts captured / discounts available, by dollar value. Decimal, not percentage.","ERP-native. Requires vendor terms to be recorded structurally; free-text terms fields make the denominator unreliable.",,,draft
